,Unnamed: 0,product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,images
40,40,Nike Daybreak,CK2351-601,0.0,7995.0,0.0,Nike_Golf,"Originally released in 1979, the Nike Daybreak is a blast from the past. Featuring the same rubber Waffle outsole and nylon upper, it gives you true vintage style.",4.9,7.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-89d41797-7181-4c9c-9fb1-d784f1b243a9/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-c10ec87d-e905-4cb2-8414-eafc85b41ba3/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b8f68a00-fe54-4a1b-bd5e-5cd9b8adb6ba/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-288281f6-b192-4338-9e0e-485bede0c306/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-fb388cb4-5e99-4cc1-99da-dc08d6f60813/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-177118ac-6b05-4c30-bfb2-db83cad44b88/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-f4e70429-126b-44b2-a58c-d2333e004536/daybreak-shoe-bs1J78.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-c86fdbe3-c105-4d91-b71c-93518e8e1f6d/daybreak-shoe-bs1J78.jpg""]"
41,41,Nike SB Shane,BV0657-400,0.0,6495.0,7.0,Nike_Converse,"Shane O'Neill put the same attention to detail into every aspect of his signature shoe as he does in his almost otherworldly skating. From the low-key perforated ventilation at the toe, to the double lacing option and the no-break-in remastered sole, the Nike SB Shane gets all the details right.",4.7,3.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-3db3ad9e-3ec6-4b1d-a904-5672c43664d6/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-abfa0de9-c021-49a3-815b-3c626ef6371c/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-40e17f61-9dd9-45f4-9c24-9a8324aa155a/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-ac554986-4245-4b25-ac73-f58bdf110e8e/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-685ecf05-8526-4e9e-a3b0-ade61fe93130/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-fce7b474-e363-41c5-80f0-5d7bf36f5e3a/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-d8c19e1d-f6fe-48c3-b9fb-5089edcff9d4/sb-shane-skate-shoe-mQcf7z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-55de4fa0-b038-42ce-81eb-07e628d67d33/sb-shane-skate-shoe-mQcf7z.jpg""]"
42,42,Nike Mercurial Vapor 13 Club Neymar Jr. TF,AT8000-104,0.0,5495.0,9.0,Nike_Jordan ,"The Nike Mercurial Vapor 13 Club Neymar Jr. TF is built for fast-paced play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial surfaces.",0.0,0.0,
43,43,Air Jordan 1 Mid,554724-066,,9995.0,21.0,Nike_Nike SB,"The Air Jordan 1 Mid Shoe is inspired by the first AJ1, offering OG fans a look at how far the Jordan brand has come since 1985.",4.5,61.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/qb2ry1p1iv2vqrdfq4oa/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lzxq5rdm7khmc6jgnb3r/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qzpl1ftoys2xjxz1kqyx/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wkymin4cmr1l9xruyyqk/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xlnxhgl2v7fbtbnk7nev/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/m5okzi1kzvuqadwotdrd/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-06cb1f86-d883-459d-8732-67381980b352/air-jordan-1-mid-shoe-BpARGV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-0acc8b71-221e-4991-8c4e-f58978cde9f1/air-jordan-1-mid-shoe-BpARGV.jpg""]"
44,44,Nike Air Max 270 React,CJ0619-100,,12995.0,6.0,Nike_Jordan ,"Refresh your step in the Nike Air Max 270 React. It uses lightweight, no-sew materials to create a modern aesthetic that looks as good as it feels.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/7d5dace9-a925-4a31-885b-50f8079409e8/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e925bc95-b29c-4000-ad42-40e7161a11a7/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b0388722-c3da-4306-ac9c-de08d0fc765c/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cc0da7f6-e8d2-45d0-91f1-16e320e0d40f/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/af415106-bfb7-4b9d-85d2-a5cb2d206beb/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/931715e2-68aa-4b44-8f4f-3154d5f87d6a/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fc14eb4a-2db0-480b-8ba7-c210edb0b669/air-max-270-react-shoe-6p35Nf.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/9a8168d7-92e5-45fc-b0c1-8b45bb3c56ea/air-max-270-react-shoe-6p35Nf.jpg""]"
45,45,Nike Air Max 98,CJ0592-001,,16995.0,4.0,Nike_ACG,"Always one step ahead, the Nike Air Max 98 features the OG design lines that were inspired by the walls of the Grand Canyon, while adding bursts of fresh colour to the upper. The fluid, textured look and full-length Nike Air cushioning set you apart from the pack.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-6a1628f4-ca58-4fd4-8762-0ac400846134/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-864f527d-50cb-42e6-a073-1d9f881ac242/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-64ec6dfb-7e9d-4844-b6da-20ca9deb25d5/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-502b0515-e2eb-4be2-b1b5-09d3854ee224/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-5cce42de-0297-424e-8517-21676d415093/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-1c627b44-5040-4156-ade9-2cab437222b1/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b57167cd-4b8f-438d-b8e3-e31f7f841e06/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-e07ca0ab-43d1-4174-ab2e-83a27c5b4292/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-539f555a-3ccc-488a-8a0b-b1e26d81c6af/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-8563d942-bf67-4798-872c-e43a597b6411/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-54ad5510-21f4-4d71-b145-71d8ca6bad29/air-max-98-shoe-LgHjrm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-27d2f9e7-658d-4ce7-8850-b3e45deca95a/air-max-98-shoe-LgHjrm.jpg""]"
46,46,Nike Joyride Dual Run Premium,CT3867-001,,11995.0,31.0,Nike_Converse,The Nike Joyride Dual Run Premium blazes its own route. Tiny foam beads underfoot are combined with cushioning in the forefoot for an incredibly smooth feel that contours to your foot. Colourful skins throughout the upper give it a deluxe look.,0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-f8279bba-4e0f-4263-81b3-d4101154df97/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b70a5fe5-bcb9-4465-ab49-a58b309dae0f/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-0dadb502-191e-4484-bbef-241c191f58b6/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-fd182bf1-8c85-4bc8-af9e-c669978fc92d/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-ab366146-7c92-47d7-985e-a073c52a3836/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-8f003ae7-c3d2-46c5-abe6-b77b55582c43/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-4834f540-a1f9-4454-bffd-65b2f6a3324a/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b4e1932c-e1c2-4682-aa3f-f73837dab5b6/joyride-dual-run-running-shoe-gTxpVc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-0bc69f0f-807f-4e88-a4e2-5db6486a4116/joyride-dual-run-running-shoe-gTxpVc.jpg""]"
47,47,Nike Free RN Flyknit 3.0 2020,CJ0267-001,,10995.0,20.0,Nike_ACG,"The Nike Free RN Flyknit 3.0 2020 is a huge leap forward in the evolution of the Free. Its stretchy design is mixed with a supportive upper for a secure sensation that moves with your foot. Lighter and closer to the ground than previous versions, it gives you a ""barefoot"" feel for a better running experience.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-a6aacd41-efec-4bed-a5dd-792da986d1b1/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-7f48da44-10a9-4369-8883-5d98d37f130b/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-c5d4ed26-9355-4200-8605-2fbc45eb2f08/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-abb501f8-76f8-4694-a99b-4e3b3cec9bc6/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-cfd801c4-180a-4597-8706-25ec92d6e9cc/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-bc0ce6b0-11e4-4272-a026-1b01b1f155e6/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-6e2cc253-2226-4940-b913-c20fe583017e/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-a54f9379-4388-45b7-a974-3c9aaa8343dc/free-rn-flyknit-3-2020-running-shoe-Nn61BT.jpg""]"
48,48,Nike Mercurial Vapor 13 Club Neymar Jr IC,AT7998-104,,5495.0,22.0,Nike_Converse,The Nike Mercurial Vapor 13 Club Neymar Jr IC Shoe has a low-profile Dynamic Fit collar and synthetic material that wraps your foot for streamlined speed.,0.0,0.0,
49,49,Nike Mercurial Vapor 13 Elite Neymar Jr. FG,AT7898-104,,22995.0,22.0,Nike_Golf,"Building on the 360 innovation of the 12, the Nike Mercurial Vapor 13 Elite Neymar Jr. FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help supercharge traction. Inside, an insole with NikeGrip technology provides maximum interior traction underfoot and lightweight cushioning.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-838f1251-2bcd-45c0-8497-fa0b41aae17f/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-234345fe-cad9-45a9-8c97-c8f8ae320a5d/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-69190b86-690d-47f9-a7a3-35c3944483c8/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b18a9dea-044d-498b-b647-af7d700426a1/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-f29f9aa1-4f79-4068-a362-51f2dbda62e0/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-d9860522-a909-48dd-98ac-93526ed5af8f/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-972e8be1-a979-4961-ae2c-976e421caa64/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-02718865-8f52-45bb-9422-fddf0a430934/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-1987ec16-2140-40e4-abf6-2f1882d4d05a/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-a3ced895-a7af-4cf6-86c4-ffa0ac028748/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-49dbbc3e-a7cf-42b6-84a7-2cb2d4baabc9/mercurial-vapor-13-elite-neymar-jr-fg-football-boot-cQlM6G.jpg""]"
50,50,PG 4 EP,CD5086-500,0.0,8995.0,31.0,Nike_ACG,"Paul George is the rare high-percentage shooter who's also a coach's dream on D. Designed for his unrivalled 2-way game, the PG 4 EP unveils a new cushioning system that's lightweight, articulated and responsive: ideal for players like Paul who go hard every play.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/ab0ff488-0a7b-4e6e-a6ea-d4bb876ecec9/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e19c8736-b9c8-411b-b3c3-1225f594f068/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/87c4944d-7d17-4b4f-8002-9d8703e2087d/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ed0bdf6e-1fcf-42af-9eaa-954f0ad60815/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b3a4547d-5022-4b49-bf59-197b1e591100/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/f238e77a-0611-456d-b511-357b2ea697fc/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/7785e54a-3c15-4de7-b852-7de3b3562154/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ca86d4e7-d0a3-4641-b16c-637f0738b11a/pg-4-ep-basketball-shoe-9FgFQx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/842a9181-c8d0-4683-aded-c57964d3847c/pg-4-ep-basketball-shoe-9FgFQx.jpg""]"
51,51,Air Max 97 LX,CJ0625-700,0.0,15995.0,16.0,Nike,"Inspired by a high-speed bullet train, the Nike Air Max 97 LX brings back a running icon with a plush, lightweight upgrade. It modernises a retro design with a moulded upper, welded overlays and a Max Air unit for all-day comfort.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/fae7513b-cfff-4430-9575-752501bb54ba/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b795c635-e48e-4177-bec8-63f52a55c1ed/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/f7918916-5366-48c8-a3b5-a6c345b6e498/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e8877f3a-f121-4a10-ab0b-d7a33b0f9a45/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/abf47247-2c35-40b2-918c-bab8a497a447/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bb718340-fd00-409e-9956-0516c6d98fcb/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/eff558aa-0637-48c7-ba37-078646bcf71c/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/2e67298b-e6f8-4757-af80-0bcc5be3ef49/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c61590a7-9ffc-41d9-9bc1-22bccd7f7d59/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/51ec6637-d9eb-4d95-9b44-d87a8034760d/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/86081017-a924-481a-bf88-2e222ff6d532/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bdf2279b-4ecb-4762-aa7a-ad107a43a142/air-max-97-lx-shoe-6V8gBm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c536e323-d4cc-4140-8be6-1dc2bac04917/air-max-97-lx-shoe-6V8gBm.jpg""]"
52,52,Nike Air Max 90,CT4352-104,0.0,9995.0,28.0,Nike,"Redesigned for casual wear, the Nike Air Max 90 stays true to its '90s running roots. Bold colours add a fresh look while Max Air cushioning adds all-day comfort. Iconic details like the rubber Waffle sole, stitched overlays and TPU plates nod to your heritage style.",0.0,0.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-88f5170d-831e-4220-a6a1-79a61ae25969/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-9755c81e-3dcd-4efc-9f0e-451c5e0a3fba/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-c625a11a-5b2f-4c6d-b12f-e4060a1542ad/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-0922524a-e210-4218-bf4d-01db943279e1/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-e5e8f4cd-746b-40c9-9ff4-1881a94e7b43/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-33aa5a94-7863-423d-8f98-710751f34d99/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-24216a40-25d6-4f56-ab14-f504c5a90428/air-max-90-shoe-mNsXT4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-94ae1cb7-8059-42b0-a30d-9cdc44e4804c/air-max-90-shoe-mNsXT4.jpg""]"
53,53,Jordan 'Why Not?' Zer0.3 PF,CD3002-103,0.0,10995.0,32.0,Nike,"One of the game's fiercest competitors, triple-double dynamo Russell Westbrook has the motor, muscle and mentality to match his fearlessness—with the stats to back it up. Built to hold up on outdoor courts, the Jordan ""Why Not?"" Zer0.3 PF is fine-tuned for players like Russ, who beat opponents with linear speed and aggressiveness.",5.0,2.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-440148af-baa5-4cd5-9d5a-0b02f9991ebc/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-ef406f0b-f9e6-400f-b5fd-bff55f05a83e/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-7252e521-59d4-419c-a266-51b37f528543/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-f6ba1426-636e-4fd3-9131-0962aaededf6/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-d3043047-7a3f-4072-964e-8c38417554f0/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-70fd68d6-ca6c-414d-9be4-234c96dbce8d/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b82a41b8-9f48-4ac6-bbb7-ff8d0b71932f/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-7ed2d847-ec3a-42a6-9c6f-a6a7d3c1a4b0/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-c2396a23-ea74-464a-8560-ef839eb92777/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-52846836-3723-4a19-af4a-981b715d00dd/jordan-why-not-zer03-pf-basketball-shoe-nNTc80.jpg""]"
54,54,Nike Air Zoom SuperRep,CD3460-010,0.0,9995.0,24.0,Nike,"The Nike Air Zoom SuperRep is designed for circuit training, HIIT, short runs and other fast-paced exercise. Zoom Air cushioning in the forefoot combines with a wide, stable heel to keep you moving and lifting comfortably.",4.5,31.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-6125d5fa-73e0-4e8d-9da7-ec8bf54938c9/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-12a1d2c6-fb1f-4335-8f19-155259649452/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-7c15a559-3af1-4d96-b703-90a8e8125908/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-9fdf7c16-809b-48f6-8325-5c9f6a881cee/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-52663678-3628-48f3-ad8d-39d4d8ee1bd7/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-06bc78e0-d1ff-486c-966a-3c1af773e355/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-d89c321b-f7e1-4e37-b8cb-32bdb08c72af/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-241c523d-1714-4d33-837e-5e66d9f011c5/air-zoom-superrep-hiit-class-shoe-4VjdKB.jpg""]"
55,55,Nike Metcon 5 AMP,CD3395-006,0.0,11995.0,18.0,Nike,The Nike Metcon 5 AMP arms you with stability for heavy lifting and traction for sprints during high-impact training. It combines breathability and durability to be your secret weapon in the gym.,5.0,2.0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-fe8f87b9-e08a-4762-be12-4b50ddb5acbe/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-1bee9365-afba-48eb-9dff-0dd237153226/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-31709e11-536e-4d5f-a353-3b1ff341ee49/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-29da44a8-a67f-48fd-a9f6-714d95d3e4f7/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-ea12f3c5-50c1-4c76-b840-13c334c76069/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-6e0b73b0-079b-4b58-8c38-0a42e715fd1e/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-f898ae67-eefa-4ce3-9aab-7d818c2a2e96/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-5848dc6f-0de5-4b37-bb6a-4a8a5fbfc8a9/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-2525c5eb-dbc6-42f8-8abc-762644f569e9/metcon-5-amp-training-shoe-bKGvzX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-e8b58a15-7b4b-4b82-a73a-533e782ba785/metcon-5-amp-training-shoe-bKGvzX.jpg""]"
